,bubbleSort1,bubbleSort2,bubbleSort3,bubbleSort4,bubbleSort5,dataSize,insertionSort1,insertionSort2,insertionSort3,insertionSort4,insertionSort5,mergeSort1,mergeSort2,mergeSort3,mergeSort4,mergeSort5,quickSort1,quickSort2,quickSort3,quickSort4,quickSort5,selectSort1,selectSort2,selectSort3,selectSort4,selectSort5
0,49.25390625,49.4296875,49.4375,49.4375,49.4375,500,49.33203125,49.43359375,49.4375,49.4375,49.4375,49.421875,49.43359375,49.4375,49.4375,49.4375,49.421875,49.43359375,49.4375,49.4375,49.4375,49.33203125,49.43359375,49.4375,49.4375,49.4375
1,49.4484375,49.59765625,49.60078125,49.61328125,49.62890625,1000,49.453125,49.59765625,49.611979166666664,49.61328125,49.62890625,49.59765625,49.59765625,49.61328125,49.62890625,49.62890625,49.61439732142857,49.61474609375,49.63037109375,49.64564732142857,49.64564732142857,49.453125,49.59765625,49.61328125,49.62803819444444,49.62890625
2,49.662388392857146,50.10435267857143,50.37890625,50.140625,50.150669642857146,1500,49.67578125,50.1171875,50.37890625,50.140625,50.1640625,50.08203125,50.37890625,50.140625,50.140625,50.4140625,50.10072544642857,50.171316964285715,50.372767857142854,50.163504464285715,50.20396205357143,49.68359375,50.12890625,50.390625,50.140625,50.1640625
3,50.45205965909091,50.37606534090909,50.38636363636363,50.13671875,50.40269886363637,2000,50.45703125,50.37890625,50.390625,50.13671875,50.4140625,50.36328125,50.37890625,50.13671875,50.38671875,50.1640625,50.43828125,50.42265625,50.3859375,50.23046875,50.403125,50.45703125,50.37890625,50.390625,50.13671875,50.4140625
4,50.22509765625,50.63427734375,50.91015625,50.9189453125,50.92578125,2500,50.23046875,50.63671875,50.91015625,50.92578125,50.92578125,50.6171875,50.91015625,50.91015625,50.92578125,50.92578125,50.3515625,50.715494791666664,50.91015625,50.92578125,50.92578125,50.23046875,50.65345982142857,50.91015625,50.92578125,50.92578125
5,50.97638494318182,51.13742897727273,51.17808948863637,51.19140625,51.19140625,3000,50.98828125,51.15234375,51.19140625,51.19140625,51.19140625,51.12890625,51.171875,51.19140625,51.19140625,51.19140625,51.008370535714285,51.171875,51.19140625,51.19140625,51.19140625,50.98828125,51.16319444444444,51.19140625,51.19140625,51.19140625
6,51.24488146551724,51.43359375,51.20905172413793,51.23248922413793,51.234375,3500,51.26953125,51.43359375,51.2109375,51.234375,51.234375,51.43359375,51.18359375,51.20703125,51.234375,51.234375,51.334201388888886,51.432291666666664,51.279947916666664,51.306423611111114,51.30425347222222,51.292317708333336,51.43359375,51.2109375,51.234375,51.234375
7,51.25285050675676,51.3984375,51.422902960526315,51.42578125,51.436760979729726,4000,51.2578125,51.3984375,51.42578125,51.42578125,51.45703125,51.3984375,51.3984375,51.42578125,51.42578125,51.45703125,51.38565340909091,51.51704545454545,51.54332386363637,51.54367897727273,51.57350852272727,51.2578125,51.3984375,51.42578125,51.42578125,51.45703125
8,51.56470788043478,51.78829823369565,51.79296875,51.79296875,52.130984042553195,4500,51.6171875,51.7890625,51.79296875,51.79296875,52.1328125,51.75390625,51.79296875,51.79296875,52.08984375,52.1328125,51.851841517857146,52.013671875,52.00390625,52.02064732142857,52.26450892857143,51.6171875,51.7890625,51.79296875,51.81553819444444,52.1328125
9,52.155441810344826,52.33782327586207,52.10374735169491,52.37890625,52.41594827586207,5000,52.16015625,52.33984375,52.12890625,52.37890625,52.41796875,52.30078125,52.08984375,52.37890625,52.37890625,52.16796875,52.30517578125,52.525275735294116,52.420726102941174,52.560431985294116,52.587775735294116,52.16015625,52.33984375,52.12890625,52.37890625,52.41796875
10,52.190726902173914,52.59375,52.34375,52.634877232142856,52.38671875,5500,52.19921875,52.59344951923077,52.34375,52.63671875,52.38671875,52.59375,52.34375,52.59375,52.38671875,52.63671875,52.520353618421055,52.8501953125,52.6998046875,52.87109375,52.74296875,52.19921875,52.59375,52.34375,52.63671875,52.38671875
11,52.65958460365854,52.61281061746988,52.87109375,52.62109375,52.916357421875,6000,52.6640625,52.62109375,52.87109375,52.625,52.91796875,52.578125,52.87109375,52.62109375,52.875,52.66796875,52.95057744565217,53.00951086956522,53.14113451086956,52.99378551136363,53.16299715909091,52.66393229166667,52.62109375,52.87109375,52.625,52.91796875
12,52.66796875,53.126722110215056,53.17236328125,53.2488952020202,53.2578125,6500,52.67578125,53.12890625,53.17578125,53.2578125,53.26171875,53.078125,53.12890625,53.1953125,53.2578125,53.26171875,53.15144230769231,53.45372596153846,53.51070601851852,53.59924768518518,53.61168981481482,52.67578125,53.12890625,53.17578125,53.2578125,53.26171875
13,53.26939174107143,53.47265625,53.493947072072075,53.52734375,53.52734375,7000,53.2734375,53.4765625,53.52734375,53.52734375,53.52734375,53.47265625,53.4765625,53.52734375,53.52734375,53.52734375,53.72216796875,53.8642578125,53.909375,53.88645833333333,53.882161458333336,53.325581395348834,53.4765625,53.52734375,53.52734375,53.52734375
14,53.55042342557252,53.4453125,53.50672743055556,53.56149348159509,53.5625,7500,53.55078125,53.4453125,53.5078125,53.5625,53.5625,53.4453125,53.44921875,53.5078125,53.5625,53.5625,53.993191964285714,54.03333938953488,54.09111555232558,54.14107921511628,54.17206101190476,53.55078125,53.4453125,53.5078125,53.5625,53.5625
15,53.709671336206895,53.95197233606557,54.18586189516129,54.1953125,54.1953125,8000,53.75,53.953125,54.19140625,54.1953125,54.1953125,53.89453125,54.03515625,54.1953125,54.1953125,54.4453125,54.451774691358025,54.72640306122449,54.92901141826923,54.887867647058826,54.96626420454545,53.75,54.012826492537314,54.19140625,54.1953125,54.1953125
16,54.4453125,54.66015625,54.74751584101382,54.85483022836539,54.85546875,8500,54.4453125,54.66015625,54.7890625,54.85546875,54.85546875,54.66015625,54.66015625,54.7890625,54.85546875,54.85546875,55.099360795454544,55.29918981481482,55.37237215909091,55.45008680555556,55.490164620535715,54.5090625,54.66015625,54.7890625,54.85546875,54.85546875
17,54.87870929621849,55.02734375,55.02734375,55.096750938841204,55.27580136802575,9000,54.87890625,55.02734375,55.0265625,55.09765625,55.27734375,55.02734375,55.02734375,55.02734375,55.09765625,55.28125,55.55026895491803,55.69835069444444,55.686355064655174,55.7853515625,55.94853670634921,54.87890625,55.02734375,55.02734375,55.09765625,55.27734375
18,55.308003270348834,55.5,55.5,55.5,55.5,9500,55.35546875,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,55.5,56.112419577205884,56.24875710227273,56.24796195652174,56.24552210365854,56.24292919303797,55.35546875,55.5,55.5,55.5,55.5
