,bubbleSort1,bubbleSort2,bubbleSort3,bubbleSort4,bubbleSort5,insertionSort1,insertionSort2,insertionSort3,insertionSort4,insertionSort5,mergeSort1,mergeSort2,mergeSort3,mergeSort4,mergeSort5,quickSort1,quickSort2,quickSort3,quickSort4,quickSort5,selectSort1,selectSort2,selectSort3,selectSort4,selectSort5,sortedness
0,51.595856687653566,58.1953125,58.359209810323385,58.8203125,59.15231516768293,51.94921875,58.1953125,58.44921875,58.8203125,59.1953125,58.03203125,58.1953125,58.8203125,59.0703125,59.58984375,56.53299414866255,60.11083417923434,60.93603019067797,60.99933074737762,61.177969858156025,51.94921875,58.1953125,58.526766471674875,58.8203125,59.1953125,102525
1,60.06136407208589,60.41342070233266,60.45703125,60.53835655120482,60.58203125,60.078125,60.45703125,60.45703125,60.58203125,60.58203125,60.33203125,60.45703125,60.45703125,60.58203125,60.671875,62.014787025577554,62.126973684210526,62.223337714174455,62.18208021723647,62.22577688547486,60.078125,60.45703125,60.45703125,60.58203125,60.58203125,393733
2,61.018816593035346,61.01953125,61.01953125,61.01953125,61.47471217105263,61.01953125,61.01953125,61.01953125,61.01953125,61.4765625,61.01953125,61.01953125,61.01953125,61.01953125,61.7265625,62.67534575591216,62.46134806681682,62.666226773648646,62.68739926575931,63.103537946428574,61.01953125,61.01953125,61.01953125,61.01953125,61.4765625,799994
3,61.7265625,61.7265625,61.7265625,61.7265625,61.5,61.7265625,61.7265625,61.7265625,61.7265625,61.5,61.7265625,61.6484375,61.896484375,61.593098958333336,61.65625,63.229269041769044,63.2225830078125,63.23033178471248,63.22393617021277,63.161962890625,61.7265625,61.7265625,61.7265625,61.7265625,61.5,1679583
4,61.50390625,61.58552656438936,61.62890625,61.62890625,61.63671875,61.50390625,61.62890625,61.62890625,61.62890625,61.64453125,61.5953125,61.7859375,61.7859375,61.7328125,61.8015625,63.14920935352234,63.286970591421145,63.28824586236934,63.28046875,63.297588257252556,61.50390625,61.62890625,61.62890625,61.62890625,61.64453125,2189473
5,61.64453125,61.73391702586207,61.77734375,61.77734375,62.240817091454275,61.65625,61.77734375,61.77734375,61.77734375,62.24609375,61.74765625,61.95078125,61.95078125,61.921875,62.421875,63.23882264254386,63.42877965085288,63.43758328891258,63.42576455662393,63.89539279978587,61.65625,61.77734375,61.77734375,61.77734375,62.24609375,3005792
6,62.25390625,62.25390625,62.50390625,62.94378514273357,63.19921875,62.25390625,62.25390625,62.50390625,62.9453125,63.19921875,62.25390625,62.50390625,62.50390625,63.1986328125,63.12109375,63.8937058507371,63.88924518034826,63.988609993811885,64.43655036027569,64.53893586346634,62.25390625,62.25390625,62.50390625,62.9453125,63.19921875,4916942
7,62.94921875,62.94921875,62.94921875,62.69921875,62.94921875,62.94921875,62.94921875,62.94921875,62.69921875,62.94921875,62.94921875,62.87265625,62.69921875,62.94921875,62.94921875,64.43377041457286,64.43804012345679,64.46848763992537,64.35228835574573,64.43181612318841,62.94921875,62.94921875,62.94921875,62.69921875,62.94921875,6247306
8,62.94921875,62.94921875,62.94921875,63.15907173843188,63.1640625,62.94921875,62.94921875,62.94921875,63.16015625,63.1640625,62.94921875,62.94921875,62.94921875,63.1640625,63.1640625,64.46870738636363,64.42481151660839,64.45594019396552,64.65335800438596,64.70304528061224,62.94921875,62.94921875,62.94921875,63.16015625,63.1640625,8537473
9,63.16796875,63.16795618971061,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,64.52535043724279,64.66423925339366,64.63726668552036,64.6866554054054,64.64840230855856,63.16796875,63.16796875,63.16796875,63.16796875,63.16796875,12485021
10,63.16796875,63.16796875,63.16796875,63.41796875,63.41796875,63.16796875,63.16796875,63.16796875,63.41796875,63.41796875,63.16796875,63.16796875,63.41796875,63.41796875,63.41796875,64.66522907239819,64.66858460022523,64.6485254786036,64.76885345319634,64.77831135321101,63.16796875,63.16796875,63.16796875,63.41796875,63.41796875,13257316
11,63.41796875,63.41796875,63.22229646381579,63.2265625,63.2265625,63.41796875,63.41796875,63.222098214285715,63.2265625,63.2265625,63.41796875,63.16796875,63.22585227272727,63.2265625,63.2265625,64.75696644585254,64.75860455069125,64.70829133064517,64.71495175691244,64.71370967741936,63.41796875,63.41796875,63.22265625,63.2265625,63.2265625,14428529
12,63.2265625,63.2265625,63.26953125,63.26953125,63.26953125,63.2265625,63.2265625,63.26953125,63.26953125,63.26953125,63.2265625,63.26953125,63.26953125,63.26953125,63.26953125,64.69948876728111,64.70947940668202,64.75693044354838,64.75563436059907,64.75223214285714,63.2265625,63.2265625,63.26953125,63.26953125,63.26953125,16813264
13,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,64.75160210253456,64.74875792050692,64.75547235023042,64.75036002304148,64.75583237327189,63.26953125,63.26953125,63.26953125,63.26953125,63.26953125,19426858
14,63.26953125,63.26953125,63.51953125,63.51953125,63.51953125,63.26953125,63.26953125,63.51953125,63.51953125,63.51953125,63.26953125,63.51953125,63.51953125,63.51953125,63.51953125,64.75147609447005,64.76615287162163,64.86753941441441,64.88286528716216,64.8619025735294,63.26953125,63.26953125,63.51953125,63.51953125,63.51953125,21458205
15,63.525326033464566,63.2890625,52.26372663551402,45.0039312100639,45.07211538461539,63.5390625,63.288504464285715,45,45.0078125,45.09375,63.2890625,63.2890625,45.0029296875,45.03786057692308,45.370442708333336,64.87953969594595,64.79736111111112,46.492222850678736,46.50473699095023,46.61245050904977,63.5390625,63.2890625,45,45.01034499235474,45.10158639143731,24741978
17,54.20172899590164,54.24605570211039,54.27979947068404,54.29296875,54.29296875,54.203125,54.25,54.29296875,54.29296875,54.29296875,54.23828125,54.25570913461539,54.29296875,54.29296875,54.29296875,55.566725852272725,55.60949928977273,55.6306640625,55.61983944954128,55.65694882454128,54.21225570820433,54.25,54.29296875,54.29287259615385,54.29295676763804,28340408
18,54.29296875,54.55078125,54.55078125,54.55078125,54.55078125,54.29296875,54.55078125,54.55078125,54.55078125,54.55078125,54.550130208333336,54.55078125,54.55078125,54.55078125,54.30859375,55.62879873853211,55.766363047235025,55.77938565340909,55.77250070701358,55.761451198630134,54.292980769230766,54.55078125,54.55078125,54.55078125,54.55078125,30937715
16,45.59226967759366,54.03278283227848,54.132533482142854,54.19140625,54.19140625,45.6640625,54.03515625,54.17578125,54.19140625,54.1953125,53.66015625,54.0546875,54.19140625,54.19140625,54.1953125,49.033203125,55.41459037162162,55.53039383561644,55.51812214611872,55.53698394495413,45.66409844708589,54.04883417182663,54.1846875,54.19140625,54.1953125,31894599
19,54.70886917009602,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,56.05667646215596,56.053462357954544,56.059321732954544,56.06365411931818,56.06032593325792,54.7109375,54.7109375,54.7109375,54.7109375,54.7109375,47231568
22,55.527139353197676,55.55859375,55.55859375,55.55859375,55.316355020491805,55.55859375,55.55859375,55.55859375,55.55859375,55.31640625,55.55859375,55.55859375,55.55859375,55.30859375,55.5703125,56.763299005681816,56.77577764976959,56.77440510321101,56.76621631307339,56.65668004587156,55.55859375,55.55859375,55.55859375,55.55859375,55.31640625,49064006
20,54.74210304054054,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,56.09594392123287,56.11665482954545,56.09148473173516,56.11792216169725,56.11756207191781,54.75390625,54.75390625,54.75390625,54.75390625,54.75390625,51459247
21,55.187283864709855,55.19139344262295,55.19140625,55.19140625,55.20304840686274,55.19140625,55.19140625,55.19140625,55.19140625,55.20703125,55.19140625,55.19140625,55.19140625,55.19140625,55.45703125,56.5515660673516,56.54460973173516,56.54868477637615,56.5443421803653,56.559146689497716,55.19140625,55.19140625,55.19140625,55.19140625,55.20703125,53235689
23,55.5703125,55.5703125,55.5703125,55.5703125,55.3203125,55.5703125,55.5703125,55.5703125,55.5703125,55.3203125,55.5703125,55.5703125,55.5703125,55.3203125,55.5703125,56.78137718023256,56.787181049311926,56.793149594907405,56.7812136627907,56.68410011574074,55.5703125,55.5703125,55.5703125,55.5703125,55.3203125,55677387
24,55.5703125,55.5703125,55.5703125,55.5703125,55.331953898514854,55.5703125,55.5703125,55.5703125,55.5703125,55.33203125,55.5703125,55.5703125,55.5703125,55.3203125,55.58203125,56.77654433139535,56.77899709302326,56.800187211981566,56.78904449884793,56.67679398148148,55.5703125,55.5703125,55.5703125,55.5703125,55.33203125,62431041
25,55.58984375,55.6015625,55.6015625,55.640625,55.640625,55.59765625,55.6015625,55.6015625,55.640625,55.640625,55.6015625,55.6015625,55.640625,55.640625,55.640625,56.82777979651163,56.828052325581396,56.86776889534884,56.85902979651163,56.867478197674416,55.59766830632716,55.6015625,55.62695917182663,55.640625,55.640625,67669605
26,55.640625,55.640625,55.640625,55.41796875,55.66796875,55.640625,55.640625,55.640625,55.41796875,55.66796875,55.640625,55.640625,55.41796875,55.66796875,55.66796875,56.86462572674419,56.85902979651163,56.849325117370896,56.765863409624416,56.87707232981221,55.640625,55.640625,55.640625,55.41796875,55.66796875,71913778
27,55.66796875,55.66796875,55.66795590049342,55.41796875,55.66796875,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,55.66796875,56.879085435779814,56.874746817129626,56.89381120391705,56.78414818548387,56.88075086805556,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,85443942
28,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,55.66796875,56.89171511627907,56.893404796511625,56.88426598837209,56.78462936046512,56.89518531976744,55.66796875,55.66796875,55.66796875,55.41796875,55.66796875,86364639
30,55.91796875,55.91796875,55.750013020833336,56.00390625,56.00390625,55.91796875,55.91796875,55.75390625,56.003348214285715,56.00390625,55.91796875,55.75,56.00390625,56.00390625,56.00390625,57.001283744131456,57.00674882629108,56.98169173481308,57.09065067488263,57.09235622065728,55.91796875,55.91796875,55.75390625,56.00390625,56.00389419367284,91627187
31,56.00390625,56.00390625,55.76942673494983,56.01953125,56.01953125,56.00390625,56.00390625,55.768973214285715,56.01953125,56.018973214285715,56.00390625,55.75390625,56.01953125,56.01953125,56.01953125,57.09028389084507,57.085442341549296,56.988391285211264,57.105340375586856,57.11221757629108,56.00390625,56.00390625,55.76953125,56.01953125,56.01953125,93813882
29,55.66796875,55.66796875,55.91796875,55.91796875,55.91796875,55.66796875,55.66796875,55.91796875,55.91796875,55.91796875,55.66796875,55.91796875,55.91796875,55.91796875,55.91796875,56.87198817172897,56.885123239436616,57.0099765258216,57.005575117370896,57.00456646126761,55.66796875,55.66796875,55.91796875,55.91796875,55.91796875,94924657
33,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,57.1287054614486,57.108091255868544,57.11320789319249,57.107834507042256,57.10838468309859,56.01953125,56.01953125,56.01953125,56.01953125,56.01953125,105325115
35,56.1171875,55.8671875,56.1171875,56.1171875,56.1171875,56.1171875,55.8671875,56.1171875,56.1171875,56.1171875,55.8671875,56.1171875,56.1171875,56.1171875,56.1171875,57.19505575117371,57.080380721830984,57.202263057511736,57.22203563084112,57.22143326518692,56.11717536878882,55.8671875,56.1171875,56.1171875,56.1171875,113454261
32,56.01953125,56.01953125,55.76953125,56.01953125,56.01953125,56.01953125,56.01953125,55.76953125,56.01953125,56.01953125,56.01953125,55.76953125,56.01953125,56.01953125,56.01953125,57.10840302230047,57.09738116197183,56.98303623826291,57.10660578051643,57.10972344483568,56.01953125,56.01953125,55.76953125,56.01953125,56.01953125,121011714
34,56.08137613423029,55.8671875,56.117174391778526,56.1171875,56.1171875,56.1171875,55.8671875,56.1171875,56.116629464285715,56.1171875,55.8671875,56.1171875,56.1171875,56.1171875,56.1171875,57.19562426643193,57.08314994131455,57.20481220657277,57.204372065727696,57.20633436032864,56.1171875,55.8671875,56.1171875,56.1171875,56.1171875,122266690
37,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.1171875,57.33690947769953,57.336047535211264,57.3409257629108,57.357202832943926,57.35703855140187,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,129137181
38,56.1171875,56.3671875,56.3671875,56.3671875,56.3671875,56.1171875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.3671875,56.12890625,57.200484154929576,57.337881455399064,57.359904351635514,57.341127494131456,57.33494718309859,56.1171875,56.3671875,56.3671875,56.3671875,56.3671875,133570144
36,56.1171875,56.1171875,56.3671875,56.3671875,56.3671875,56.1171875,56.1171875,56.3671875,56.3671875,56.3671875,56.1171875,56.3671875,56.3671875,56.3671875,56.3671875,57.19890698356807,57.19697356892523,57.33595583920188,57.35911945093458,57.339330252347416,56.1171875,56.1171875,56.367175406346746,56.3671875,56.3671875,154674896
